Indicateur;label;Population_generale;Personnes_agees;Enfants__adolescents__jeunes_adultes;Population_precaire;Personnes_handicapees;Femmes__accouchement_grossesse____Perinatalite;Diabete_et_autres_maladies_endocriniennes;Sante_mentale;Cancer;Maladie_de_l_appareil_genito_urinaire__dont_les_insuffisances_renales_chroniques_;Maladies_cardiovasculaires;Maladies_neurologiques_ou_degeneratives;Maladies_respiratoires_;Maladies_de_l_appareil_digestif;Maladies_infectieuses;Pathologies_du_systeme_osteo_articulaire;Traumatismes_et_pathologie_accidentelle;Autres_pathologies;Coordination_continuite;Qualite_et_securite_des_soins;Prevention_depistage;Accessibilite__geographique__financier__autres_;Habitudes_de_vie_et_addictions;Determinants_environnementaux;E_sante__systemes_d_information_de_sante__telesante__telemedecine_;Droits_d_usagers_democratie_sanitaire;Mesures_d_inegalites_et_de_disparites_territoriales_de_sante;Contexte_demographique_et_socio_economique;Offre_de_soins;Offre_medico_sociale;Recours_aux_soins;Protection_sociale;Depenses_de_sante;Etat_de_sante;index
MANAGEMENT DU SYSTÈME D’INFORMATION;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9056
SÉCURITÉ DU SYSTÈME D’INFORMATION;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9057
Nombre de séjours en hospitalisation complète  en Médecine;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9077
Nombre de séjours en hospitalisation complète  en Chirurgie;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9081
Nombre de lits en hospitalisation complète  en Santé mentale - enfants;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9100
Nombre annuel de séjours  pour Accident vasculaire cérébral;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9116
Age moyen des patients (en années)  pour Appendicectomie;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9171
Age moyen des patients (en années)  pour Ulcères, hémorragies digestives;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;9184
Taux de chirurgie ambulatoire  pour Chirurgie testiculaire;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189
Durée moyenne de séjour (en jours)  pour Traumatismes multiples ou complexes graves;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9203
Age moyen des patients (en années)  pour Maladies immunitaires, du sang, des organes hématopoïétiques;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;9210
Nombre d’hommes de 15 ans ou plus selon leur état matrimonial;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9235
Nombre de femmes de 15 ans ou plus selon leur état matrimonial;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9236
Répartition en pourcentage de la population par nationalité;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9239
Nombre de naissances par grandes tranches d'âge des mères;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9244
Nombre de places d’hébergement social selon le type d’établissements;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;9273
Taux d'activité féminine par tranches d'âge;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9288
Nombre de foyers fiscaux selon le type d'imposition;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9307
Taux de personnes couvertes par le RSA non majoré selon la composante;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9334
Taux d’enfants confiés à l’ASE ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9351
Nombre de bénéficiaires de l’aide ménagère à domicile par type de prise en charge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9357
Nombre de places alternatives à l'accueil permanent pour personnes âgées par type d'accueil;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9375
Taux de mortalité générale chez les femmes par classes d'âge quinquennal;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9399
Espérance de vie à la naissance chez les hommes;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9409
Taux de variation annuel moyen de l'espérance de vie à la naissance chez les hommes;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9411
Nombre de décès prématurés par sida chez les femmes ;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9457
Taux de variation annuel moyen du taux standardisé de mortalité prématurée par alcoolisme (pop. réf. RP 2006) chez les hommes;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;9502
Taux de variation annuel moyen du taux standardisé de mortalité prématurée par sida (pop. réf. RP 2006) chez les hommes;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;9504
Taux standardisé de mortalité prématurée par maladies de l'appareil circulatoire (pop. réf. RP 2006) chez les femmes;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;9512
Taux de variation annuel moyen du taux standardisé de mortalité prématurée par alcoolisme (pop. réf. PSE 2013) tous sexes confondus;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;9549
Indice comparatif de mortalité prématurée chez les femmes;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;9556
Taux standardisé de mortalité prématurée évitable liée aux pratiques de prévention primaire selon le sexe;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;9569
Taux de variation annuel moyen du taux standardisé de mortalité prématurée évitable liée aux pratiques de prévention primaire slon le sexe;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;9570
Taux de variation annuel moyen de l'indice comparatif de mortalité prématurée évitable par cancer liée aux pratiques de prévention primaire selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;9584
Taux d'admission en ALD chez les hommes, selon l'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;9589
Taux de variation annuel moyen du nombre d'admissions en ALD chez les femmes de 0-14 ans par cause;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;9734
Proportion d'enfants ayant un score d'Apgar inférieur à 6 ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9749
Taux de variation annuel moyen du taux standardisé d'admission prématurée en ALD pour maladies infectieuses et parasitaires (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;9807
Nombre de séjours hospitaliers en soins de courte durée pour Sida chez les hommes selon l'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9832
Taux standardisé d'admission prématurée en ALD pour sida (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;9882
Taux de variation annuel moyen du taux d'admission en ALD pour sida chez les hommes, selon l'âge ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;9885
Nombre de décès prématurés par tuberculose selon le sexe;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9907
Taux de variation annuel moyen du nombre de décès par tumeur selon les localisations chez les hommes;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9958
Taux de variation annuel moyen du Taux de mortalité par tumeur chez les hommes, selon l'âge;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9966
Taux standardisé d'admission prématurée en ALD pour tumeurs (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;9994
Part des décès prématurés par cancer selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10021
Taux de variation annuel moyen du Nombre de séjours hospitaliers en soins de courte durée pour cancer chez les femmes selon l'âge;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;10053
Taux de variation annuel moyen du Taux standardisé de mortalité prématurée par cancer des VADS (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10078
Nombre d'admissions en ALD pour cancer des VADS chez les hommes selon l'âge;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;10082
Taux de mortalité par cancer de la lèvre, de la cavité buccale et du pharynx chez les femmes, selon l'âge;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10107
Nombre de décès par cancer de la trachée, des broches et du poumon chez les hommes selon l'âge;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10179
Taux de variation annuel moyen du Taux standardisé de mortalité prématurée par cancer de l'estomac (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10286
Taux de variation annuel moyen de l'indice comparatif de mortalité prématurée par cancer de l'estomac selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10288
Taux standardisé de recours à l’hospitalisation pour cancer de l'estomac (pop. réf. ELP 1990) selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;10294
Nombre de séjours hospitaliers en soins de courte durée pour cancer du colon rectum chez les femmes selon l'âge;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10330
Nombre de décès par cancer du foie chez les femmes selon l'âge;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10350
Taux standardisé de mortalité par cancer du pancréas (pop. réf. PSE 2013) selon le sexe;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10395
Taux standardisé d'admission en ALD pour cancer du pancréas (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;10421
Taux standardisé d'admission prématurée en ALD pour cancer du pancréas (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;10424
Taux de mortalité par mélanome chez les hommes, selon l'âge;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10430
Nombre d'admissions en ALD pour cancer du sein chez les femmes selon l'âge;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;10493
Taux de variation annuel moyen du Taux standardisé de mortalité par cancer de l'utérus (pop. réf. RP 2006);1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10508
Taux de variation annuel moyen du Indice comparatif de mortalité par cancer de la prostate;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10568
Taux standardisé de mortalité prématurée par cancer du rein (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10612
Taux de mortalité par cancer de la vessie chez les hommes, selon l'âge;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10627
Indice comparatif de mortalité par cancer du système nerveux central selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10674
Taux standardisé de mortalité prématurée par cancer du système nerveux central (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10682
Taux de variation annuel moyen du Taux de mortalité par maladie de Hodgkin chez les femmes, selon l'âge;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10706
Taux de mortalité par maladie de Hodgkin chez les femmes, selon l'âge;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10707
Nombre d'admissions en ALD pour lymphome malin non hodgkinien chez les femmes selon l'âge;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;10758
Taux de variation annuel moyen du Nombre de décès par leucémie chez les femmes selon l'âge;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10768
Part des décès prématurés par leucémie selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10783
Taux standardisé de mortalité par troubles mentaux (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10816
Taux de variation annuel moyen du Taux standardisé de mortalité prématurée par troubles mentaux (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10825
Part des décès prématurés par psychose alcoolique et alcoolisme selon le sexe;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;10861
Taux standardisé d'admission prématurée en ALD pour psychose alcoolique et alcoolisme (pop. réf. PSE 2013) selon le sexe;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;10875
Taux standardisé d'admission en ALD pour troubles mentaux et du comportement liés à l'utilisation de substances psycho-actives (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;1;10882
Taux standardisé d'admission prématurée en ALD pour troubles mentaux et du comportement liés à l'utilisation de substances psycho-actives (pop. réf. PSE 2013) selon le sexe;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;10884
Taux standardisé d'admission en ALD pour troubles de l'humeur (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;10900
Taux d'admission en ALD pour troubles des conduites alimentaires chez les hommes, selon l'âge ;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;10915
Nombre d'admissions prématurées en ALD pour retard mental selon le sexe;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;10937
Taux standardisé d'admission prématurée en ALD pour retard mental (pop. réf. PSE 2013) selon le sexe;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;10938
Nombre d'admissions prématurées en ALD pour troubles du développement psychologique et des acquisitions selon le sexe;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;10946
Nombre de décès prématurés par maladies de l’appareil circulatoire selon le sexe;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10973
Taux brut de recours à l'hospitalisation pour maladies de l’appareil circulatoire chez les hommes selon l'âge;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10984
Taux d'admission en ALD pour hypertension artérielle sévère chez les femmes, selon l'âge ;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;11009
Indice comparatif de mortalité par cardiopathies ischémiques selon le sexe;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;11028
Taux standardisé de mortalité par maladie vasculaire cérébrale (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;11059
Taux de variation annuel moyen du Taux standardisé de mortalité prématurée par maladie vasculaire cérébrale (pop. réf. PSE 2013) selon le sexe;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;11066
Taux de variation annuel moyen du Nombre de décès par maladie de l'appareil respiratoire chez les hommes selon l'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11081
Nombre d'admissions en ALD pour bronchite chronique et maladies pulmonaires obstructives chez les hommes selon l'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;11138
Taux de variation annuel moyen du taux de mortalité par bronchite chronique et maladies pulmonaires obstructives chez les hommes, selon l'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11149
Indice comparatif de mortalité par pneumonie et bronchopneumonie selon le sexe;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;11187
Taux de variation annuel moyen du nombre de décès prématurés par asthme selon le sexe;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11262
Taux de variation annuel moyen du Taux de mortalité par maladie de l'appareil digestif chez les hommes, selon l'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11286
Taux d'admission en ALD pour maladie de l'appareil digestif chez les femmes, selon l'âge ;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;11315
Taux de variation annuel moyen du Nombre de décès par cirrhose du foie chez les femmes selon l'âge;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11323
Taux standardisé de mortalité prématurée par cirrhose du foie (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;11342
Taux de variation annuel moyen de l'indice comparatif de mortalité prématurée par cirrhose du foie selon le sexe;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;11343
Taux d'admission en ALD pour maladies du système nerveux chez les femmes, selon l'âge ;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;11363
Nombre d'admissions en ALD pour maladies métaboliques héréditaires chez les femmes selon l'âge;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;11433
Taux de variation annuel moyen du Taux standardisé de mortalité prématurée par mucoviscidose (pop. réf. PSE 2013) selon le sexe;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;11459
Nombre d'admissions en ALD pour maladies du sang et des organes hématopoïétiques chez les femmes selon l'âge;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;11471
Taux d'admission en ALD pour insuffisances médullaires chez les femmes, selon l'âge ;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;11482
Taux standardisé d'admission prématurée en ALD pour maladies du système ostéo-articulaire, des muscles et du tissu conjonctif (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;11523
Taux d'admission en ALD pour spondylarthrite ankylosante chez les femmes, selon l'âge ;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;11554
Taux standardisé d'admission en ALD pour spondylarthrite ankylosante (pop. réf. RP 2006) selon le sexe;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;11556
Séropositivité VHC chez les toxicomanes en centres spécialisés;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;11664
Séropositivité VHC chez les toxicomanes en établissements sanitaires;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;11665
Proportion de jeunes âgés de 17-18 ans déclarant avoir consommé des champignons hallucinogènes;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11671
Nombre de décès prématurés par suicide selon le sexe;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11780
Proportion de jeunes déclarant avoir consommé des tranquillisants au cours de la vie selon le sexe;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11791
Proportion de jeunes déclarant avoir consommé des somnifères au cours de la vie selon le sexe;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11792
Proportion d’adultes de 18 ans ou plus déclarant un indice de masse corporelle supérieur ou égal à 30 kg/m2 (obésité) ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11795
Taux de variation annuel moyen du Nombre de décès par cancer de la plèvre chez les femmes selon l'âge;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11801
Taux de variation annuel moyen du Taux de mortalité par cancer de la plèvre chez les femmes, selon l'âge;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11805
Nombre de lits de soins de suite et de réadaptation selon le type de soins et le statut de l'établissement;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11891
Répartition en pourcentage des lits et places d'hospitalisation dans les hôpitaux psychiatriques privés;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11914
Répartition en pourcentage des lits et places d'hospitalisation en psychiatrie dans le secteur privé;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11916
Densité de médecins généralistes;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11978
